unique_row_id,match_id,match_alternative_id,match_type,match_date,home_team_id,home_team,visiting_team_id,visiting_team,set_number,home_team_score,visiting_team_score,rally_number,point_won_by,serving_team,receiving_team,setter_position,home_setter_position,visiting_setter_position,possession_number,video_time,code,custom_code,point_phase,attack_phase,team,player_id,player_name,player_number,skill,skill_type,skill_subtype,evaluation_code,attack_code,set_code,set_type,start_zone,end_zone,end_subzone,num_players_numeric,start_coordinate,mid_coordinate,end_coordinate,start_coordinate_x,start_coordinate_y,mid_coordinate_x,mid_coordinate_y,end_coordinate_x,end_coordinate_y,home_p1,home_p2,home_p3,home_p4,home_p5,home_p6,visiting_p1,visiting_p2,visiting_p3,visiting_p4,visiting_p5,visiting_p6,file_id,file_name,created_by,create_datetime
632,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,3.0,3,5,1,3071.0,*10SQ+~~~66B~~N1,N1,Serve,,Belluno Volley,COR-FRA-96,FRANCESCO CORRADO,10.0,Serve,Jump serve,Jump Spin,+,,,,6,6,B,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
633,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,2,3071.0,a13RQ-~~~66BL5,,Reception,,ErmGroup Altotevere San Giustino,POC-FIL-89,Filippo Pochini,13.0,Reception,Jump serve reception,Jump Spin,-,,,,6,6,B,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
634,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,2,3074.0,a03ET+~~F,,Reception,,ErmGroup Altotevere San Giustino,BIF-JAC-00,Jacopo Biffi,3.0,Set,Head ball set,,+,,,,,,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
635,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,2,3075.0,a10AM-X5~44~H2,,Reception,Transition,ErmGroup Altotevere San Giustino,ALP-MAT-01,Matteo Alpini,10.0,Attack,Half ball attack,Hard,-,X5,,,4,4,,2.0,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
636,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,3.0,3,5,3,3075.0,*03BT+~~~~2~~2,,Serve,,Belluno Volley,MAR-SEB-96,Sebastiano Marsili,3.0,Block,Head ball block,,+,,,,,2,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
637,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,3.0,3,5,3,3075.0,*04DT+~~~47A,,Serve,,Belluno Volley,HOF-NIC-00,NICOLO' HOFFER,4.0,Dig,Head ball dig,Standing Float,+,,,,4,7,A,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
638,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,3.0,3,5,3,3078.0,*03ET+~~F,,Serve,,Belluno Volley,MAR-SEB-96,Sebastiano Marsili,3.0,Set,Head ball set,,+,,,,,,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
639,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,3.0,3,5,3,3079.0,*12AM!X5~44~T2,,Serve,Transition,Belluno Volley,BER-ALE-88,Alexander Berger,12.0,Attack,Half ball attack,Tip,!,X5,,,4,4,,2.0,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
640,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,4,3079.0,a05BT!~~~~2~~2,,Reception,,ErmGroup Altotevere San Giustino,MAR-SIM-99,Simone Marzolla,5.0,Block,Head ball block,,!,,,,,2,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
641,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,3.0,3,5,5,3079.0,*12DT+~~~~4,,Serve,,Belluno Volley,BER-ALE-88,Alexander Berger,12.0,Dig,Head ball dig,Standing Float,+,,,,,4,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
642,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,3.0,3,5,5,3082.0,*03ET+~~F,,Serve,,Belluno Volley,MAR-SEB-96,Sebastiano Marsili,3.0,Set,Head ball set,,+,,,,,,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
643,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,3.0,3,5,5,3083.0,*12AM-X5~45~T2,,Serve,Transition,Belluno Volley,BER-ALE-88,Alexander Berger,12.0,Attack,Half ball attack,Tip,-,X5,,,4,5,,2.0,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
644,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,6,3083.0,a05BT+~~~~2~~2,,Reception,,ErmGroup Altotevere San Giustino,MAR-SIM-99,Simone Marzolla,5.0,Block,Head ball block,,+,,,,,2,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
645,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,6,3083.0,a03DT+~~~43A,,Reception,,ErmGroup Altotevere San Giustino,BIF-JAC-00,Jacopo Biffi,3.0,Dig,Head ball dig,Standing Float,+,,,,4,3,A,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
646,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,6,3086.0,a13EH+~~B~~~2,,Reception,,ErmGroup Altotevere San Giustino,POC-FIL-89,Filippo Pochini,13.0,Set,High ball set,,+,,,,,,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
647,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,6,3087.0,a05AH!V6~23~H3,,Reception,Transition,ErmGroup Altotevere San Giustino,MAR-SIM-99,Simone Marzolla,5.0,Attack,High ball attack,Hard,!,V6,,,2,3,,3.0,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
648,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,3.0,3,5,7,3087.0,*12BH!~~~~4~~3,,Serve,,Belluno Volley,BER-ALE-88,Alexander Berger,12.0,Block,High ball block,,!,,,,,4,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
649,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,8,3087.0,a13DH+~~~~8,,Reception,,ErmGroup Altotevere San Giustino,POC-FIL-89,Filippo Pochini,13.0,Dig,High ball dig,Float,+,,,,,8,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
650,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,8,3091.0,a03EQ+~~C,,Reception,,ErmGroup Altotevere San Giustino,BIF-JAC-00,Jacopo Biffi,3.0,Set,Quick ball set,,+,,,,,,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
651,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,8,3092.0,a17AQ#X1~37~H1,,Reception,Transition,ErmGroup Altotevere San Giustino,QUA-AUG-93,Augusto Quarta,17.0,Attack,Quick ball attack,Hard,#,X1,,,3,7,,1.0,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
652,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,13,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,3.0,3,5,9,3092.0,*$$&H=,,Serve,,Belluno Volley,,,,,,,=,,,,,,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
653,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,14,27,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,5.0,3,5,10,3095.0,ap13:14,,Reception,,ErmGroup Altotevere San Giustino,,,,Point,,,1,,,,,,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,11.0,5.0,10.0,17.0,3.0,14.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
654,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,14,28,Belluno Volley,ErmGroup Altotevere San Giustino,Belluno Volley,4.0,3,4,0,3107.0,az4,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
655,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,14,28,Belluno Volley,ErmGroup Altotevere San Giustino,Belluno Volley,4.0,3,4,1,3126.0,a05SM!~~~57A~~~1,1,Reception,,ErmGroup Altotevere San Giustino,MAR-SIM-99,Simone Marzolla,5.0,Serve,Jump-float serve,Jump Float,!,,,,5,7,A,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
656,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,14,28,Belluno Volley,ErmGroup Altotevere San Giustino,Belluno Volley,3.0,3,4,2,3126.0,*12RM!~~~57AM3,,Serve,,Belluno Volley,BER-ALE-88,Alexander Berger,12.0,Reception,Jump-float serve reception,Jump Float,!,,,,5,7,A,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
657,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,14,28,Belluno Volley,ErmGroup Altotevere San Giustino,Belluno Volley,3.0,3,4,2,3128.0,*03ET+KMF~~~2,,Serve,,Belluno Volley,MAR-SEB-96,Sebastiano Marsili,3.0,Set,Head ball set,,+,,KM,,,,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
658,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,14,28,Belluno Volley,ErmGroup Altotevere San Giustino,Belluno Volley,3.0,3,4,2,3129.0,*12AM#X5~45~H2,,Serve,Transition,Belluno Volley,BER-ALE-88,Alexander Berger,12.0,Attack,Half ball attack,Hard,#,X5,,,4,5,,2.0,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
659,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,13,14,28,Belluno Volley,ErmGroup Altotevere San Giustino,Belluno Volley,4.0,3,4,3,3129.0,a17BT=~~~~2~~2,,Reception,,ErmGroup Altotevere San Giustino,QUA-AUG-93,Augusto Quarta,17.0,Block,Head ball block,,=,,,,,2,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
660,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,14,28,Belluno Volley,ErmGroup Altotevere San Giustino,Belluno Volley,3.0,3,4,4,3132.0,*p14:14,,Serve,,Belluno Volley,,,,Point,,,1,,,,,,,,,,,,,,,,,10.0,2.0,3.0,12.0,8.0,6.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
661,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,14,29,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,2.0,2,4,0,3140.0,*z2,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,12.0,8.0,6.0,10.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
662,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,14,29,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,2.0,2,4,1,3154.0,*02SM-~~~58D~~~1,1,Serve,,Belluno Volley,MOZ-MAT-02,Matteo Mozzato,2.0,Serve,Jump-float serve,Jump Float,-,,,,5,8,D,,,,,,,,,,,2.0,3.0,12.0,8.0,6.0,10.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
663,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,14,29,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,4.0,2,4,2,3154.0,a14RM#~~~58DO4,,Reception,,ErmGroup Altotevere San Giustino,CAP-NIC-96,NiccolÃ² Cappelletti,14.0,Reception,Jump-float serve reception,Jump Float,#,,,,5,8,D,,,,,,,,,,,2.0,3.0,12.0,8.0,6.0,10.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
664,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,14,29,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,4.0,2,4,2,3155.0,a03EO+K1S~~~1~~C,C,Reception,,ErmGroup Altotevere San Giustino,BIF-JAC-00,Jacopo Biffi,3.0,Set,Other set,,+,,K1,,,,,,,,,,,,,,,2.0,3.0,12.0,8.0,6.0,10.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
665,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,14,29,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,4.0,2,4,2,3156.0,a03AO#PP~31~T1,,Reception,Transition,ErmGroup Altotevere San Giustino,BIF-JAC-00,Jacopo Biffi,3.0,Attack,Other attack,Tip,#,PP,,,3,1,,1.0,,,,,,,,,,2.0,3.0,12.0,8.0,6.0,10.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
666,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,14,29,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,2.0,2,4,3,3156.0,*$$&H=,,Serve,,Belluno Volley,,,,,,,=,,,,,,,,,,,,,,,,,2.0,3.0,12.0,8.0,6.0,10.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
667,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,15,29,ErmGroup Altotevere San Giustino,Belluno Volley,ErmGroup Altotevere San Giustino,4.0,2,4,4,3159.0,ap14:15,,Reception,,ErmGroup Altotevere San Giustino,,,,Point,,,1,,,,,,,,,,,,,,,,,2.0,3.0,12.0,8.0,6.0,10.0,5.0,10.0,17.0,3.0,14.0,11.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
668,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,15,30,Belluno Volley,ErmGroup Altotevere San Giustino,Belluno Volley,3.0,2,3,0,3170.0,az3,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,12.0,8.0,6.0,10.0,10.0,17.0,3.0,14.0,11.0,5.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
669,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,15,30,Belluno Volley,ErmGroup Altotevere San Giustino,Belluno Volley,3.0,2,3,1,3182.0,a10SQ+~~~76B~~~1,1,Reception,,ErmGroup Altotevere San Giustino,ALP-MAT-01,Matteo Alpini,10.0,Serve,Jump serve,Jump Spin,+,,,,7,6,B,,,,,,,,,,,2.0,3.0,12.0,8.0,6.0,10.0,10.0,17.0,3.0,14.0,11.0,5.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
670,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,15,30,Belluno Volley,ErmGroup Altotevere San Giustino,Belluno Volley,2.0,2,3,2,3182.0,*04RQ-~~~76BL5,,Serve,,Belluno Volley,HOF-NIC-00,NICOLO' HOFFER,4.0,Reception,Jump serve reception,Jump Spin,-,,,,7,6,B,,,,,,,,,,,2.0,3.0,12.0,8.0,6.0,10.0,10.0,17.0,3.0,14.0,11.0,5.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
671,0,2025-10-19 | 6727 | 6731,Andata,2025-10-19,6727,Belluno Volley,6731,ErmGroup Altotevere San Giustino,2,14,15,30,Belluno Volley,ErmGroup Altotevere San Giustino,Belluno Volley,2.0,2,3,2,3185.0,*03ET+~~F~~~2,,Serve,,Belluno Volley,MAR-SEB-96,Sebastiano Marsili,3.0,Set,Head ball set,,+,,,,,,,,,,,,,,,,,2.0,3.0,12.0,8.0,6.0,10.0,10.0,17.0,3.0,14.0,11.0,5.0,1jYoa5vF6CmnS7PApp07Sm36JtMjNqb4e,&2025-10-19a3m01belluno-sangiustino_syn_mantova.dvw,system,2025-12-02 22:18:16
